# Gene Family	sample01.1.prinseq_CPM	sample02.1.prinseq_CPM	sample03.1.prinseq_CPM	sample04.1.prinseq_CPM	sample05.1.prinseq_CPM	sample06.1.prinseq_CPM	sample07.1.prinseq_CPM	sample08.1.prinseq_CPM	sample09.1.prinseq_CPM	sample10.1.prinseq_CPM	sample11.1.prinseq_CPM	sample12.1.prinseq_CPM	sample13.1.prinseq_CPM	sample14.1.prinseq_CPM	sample15.1.prinseq_CPM	sample16.1.prinseq_CPM	sample17.1.prinseq_CPM	sample18.1.prinseq_CPM	sample19.1.prinseq_CPM	sample20.1.prinseq_CPM	sample21.1.prinseq_CPM	sample22.1.prinseq_CPM	sample23.1.prinseq_CPM	sample24.1.prinseq_CPM	sample25.1.prinseq_CPM	sample26.1.prinseq_CPM	sample27.1.prinseq_CPM	sample28.1.prinseq_CPM	sample29.1.prinseq_CPM	sample30.1.prinseq_CPM	sample31.1.prinseq_CPM	sample32.1.prinseq_CPM	sample33.1.prinseq_CPM	sample34.1.prinseq_CPM	sample35.1.prinseq_CPM	sample36.1.prinseq_CPM	sample37.1.prinseq_CPM	sample38.1.prinseq_CPM	sample39.1.prinseq_CPM	sample40.1.prinseq_CPM	sample41.1.prinseq_CPM	sample42.1.prinseq_CPM	sample43.1.prinseq_CPM	sample44.1.prinseq_CPM	sample45.1.prinseq_CPM
K00945	65.4485	76.8081	96.3712	73.1334	80.9915	77.8923	78.091	108.628	126.664	71.9861	80.2809	81.3818	84.9459	123.185	117.856	90.7693	52.0623	82.8605	79.9052	91.9438	112.22	69.8796	78.3799	66.2018	85.5239	101.305	128.275	73.7296	76.5676	58.2203	55.6137	62.0268	118.545	80.6418	88.754	76.9469	71.9518	74.0829	88.5635	82.7596	81.5682	92.8781	61.5662	85.5159	115.236
K00946	141.052	137.524	98.3476	166.215	136.864	127.724	55.8802	71.8614	87.7071	130.981	117.229	83.0923	66.625	87.5393	89.6945	186.763	157.535	181.037	83.2009	78.2062	82.6	127.141	157.5	140.132	95.2559	84.9069	97.0777	133.498	120.156	95.8598	51.0313	45.4171	76.484	120.593	117.093	118.976	94.9561	49.3051	62.3726	86.972	73.8887	110.781	63.5854	69.1352	78.9942
K00947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.108955	0	0	0	0	0	0	0	0	0	0	0	0.116983	0	0	0	0	0	0	0	0	0	0
K00948	167.575	177.395	157.817	168.194	171.066	167.043	123.402	166.199	216.307	165.253	156.368	131.803	124.054	171.802	198.408	219.62	222.065	168.25	105.605	138.241	184.344	175.577	167.699	136.744	118.271	170.764	205.047	180.939	168.495	141.269	106.257	96.8485	166.213	166.203	158.712	167.738	127.558	111.639	144.55	161.775	142.625	163.833	120.058	137.005	174.535
K00949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.144974	0	0	0	0	0	0.331871	0.266343	0	0	0.149656	0	1.54339	0.113036	0	0.237147	0	0.647556	0.162479	1.00334	0	0.571047	1.0851
K00950	125.405	127.585	85.7668	160.911	141.632	122.355	38.8342	30.125	52.3467	113.577	108.673	72.3192	49.6793	48.2633	54.4989	136.723	164.388	186.011	68.2713	39.9881	89.4103	145.238	154.729	146.08	66.9379	40.9282	58.2538	136.001	108.097	101.967	39.8966	40.8984	58.7027	93.6862	99.7497	119.746	73.7813	47.2755	57.6275	82.5737	57.6337	80.6993	55.6326	56.8635	55.626
K00951	35.9466	49.6642	47.9838	40.0742	44.9615	48.6394	36.1907	33.3685	34.5211	46.9531	47.8901	44.7265	36.8427	37.6693	37.7207	47.9078	38.2107	35.263	38.4697	31.9559	40.3037	47.3996	39.3011	36.0575	50.3315	33.8114	39.6356	45.9892	50.9507	43.2826	38.8429	35.6878	41.4838	60.5375	57.4242	54.378	46.4435	36.8153	40.5159	60.1536	56.2083	60.9087	43.8971	42.0577	45.5425
K00952	0	0	11.0115	0	0	0	28.1764	46.133	44.506	0	3.9171	25.5702	32.8606	47.1503	55.3847	0	0	0	11.4745	37.7913	32.8535	0	0	0	7.81811	44.8669	49.8518	0	0	0	7.39449	10.6332	36.9177	0	0	0	4.09034	22.9442	29.606	0	1.65745	0	13.0918	20.4723	41.0672
K00954	229.249	259.512	192.157	292.799	244.61	227.352	120.803	100.745	117.664	230.23	222.475	158.034	125.438	116.313	110.065	293.227	260.791	319.246	156.843	106.735	121.891	243.08	287.833	246.244	197.062	105.567	113.371	244.008	210.752	199.533	134.963	96.2802	108.843	260.851	242.119	240.254	191.4	101.581	105.459	197.207	170.629	239.544	135.573	133.982	116.087
K00955	8.71601	10.3345	9.55106	7.66585	9.67547	9.09798	5.04192	7.55242	7.0089	8.36697	7.88012	7.87875	6.77584	8.76123	11.4427	7.14259	7.82091	4.45705	6.10646	9.24388	26.7154	15.9712	12.6714	8.24348	6.89082	12.548	13.5682	17.3703	18.4796	12.7	6.78407	12.3552	16.9903	15.8022	17.2363	10.6798	8.65375	12.9793	19.2164	25.3227	16.7144	19.3387	10.128	16.3081	19.4273
K00956	6.58124	6.50806	7.99709	5.09255	3.67436	7.4598	6.2838	4.23679	12.9119	7.28816	5.06367	9.91072	6.78397	8.56984	10.1551	4.55787	4.89568	2.10191	7.4951	7.42818	14.5478	10.9577	6.37975	5.87392	5.50745	9.03563	10.1013	10.4792	8.19354	8.19745	3.99553	10.5179	17.6541	11.2251	14.6174	8.62388	6.22416	9.98356	14.8321	16.1176	11.5262	13.0163	8.90625	14.162	14.292
K00957	26.7316	26.2587	20.1202	26.3718	26.3586	26.0546	11.1202	10.7901	18.1742	25.4497	18.7028	18.5951	13.12	15.7715	21.0106	23.8851	22.4986	12.94	14.6365	15.3945	41.2041	35.9751	30.6251	21.3758	11.9125	19.4556	22.8265	43.2949	41.0736	30.7007	17.9481	24.7928	32.9586	44.1942	45.9515	29.8813	22.7537	22.6021	34.8241	56.3111	40.3387	48.0818	24.6744	35.1884	32.7165
K00958	4.78468	6.5264	32.349	4.36225	7.12505	9.22038	42.932	98.3692	131.479	8.19108	11.498	42.4768	50.5207	102.647	110.521	3.59434	5.67875	4.25232	20.0138	78.4186	88.2861	9.16865	4.35264	6.87107	18.4084	95.2134	117.806	9.21495	6.13854	10.3259	16.6885	27.52	94.8557	6.99892	5.31022	10.413	10.9844	44.1353	69.8681	14.2043	19.2007	7.83013	22.9186	46.5047	106.862
K00960	0.955133	0.772262	1.14585	1.02189	0.40237	1.31303	0	0	0	0.895686	1.00082	0.609106	0.623231	0	0	0.669334	0.848252	0	0	0	0.314418	0.594415	0.683635	0.437551	0	0	0	0.716859	0.770324	0.946158	0.644787	0	0.428976	1.03227	0.667489	0.916548	0.655019	0	0.53318	1.46702	1.19317	0.730609	0.439313	0.461499	0.497168
K00962	142.187	161.038	160.793	143.558	169.681	148.502	77.2057	61.1959	67.7729	161.684	149.307	114.184	78.7189	68.3304	67.5665	150.079	135.993	126.985	92.1289	57.7248	57.1056	149.314	152.769	122.719	114.43	62.145	65.395	153.818	151.539	117.494	97.9867	68.2369	69.7593	171.49	161.301	149.044	138.684	67.6919	70.6071	161.079	136.483	171.808	107.913	93.5727	72.3288
K00963	98.5604	116.97	100.033	113.477	118.151	112.236	68.387	56.1193	87.5529	123.685	109.727	89.6343	87.3804	70.6237	77.1608	191.344	92.7259	140.822	100.26	61.0837	78.2862	125.426	138.452	119.69	114.307	70.9368	83.0338	132.675	113.109	86.6233	78.6595	55.2213	66.6328	136.259	132.741	121.442	117.531	63.9503	62.9075	125.269	116.201	140.341	83.7491	85.9937	76.0532
K00965	5.5995	6.71846	11.4249	6.90806	7.30612	8.65054	27.5937	81.7482	142.631	8.73914	8.26498	24.0382	28.323	68.3197	85.8039	3.18686	4.43789	1.61664	12.6987	53.6172	57.8345	3.2985	2.80079	3.15723	10.9977	69.1455	94.9669	4.1569	3.40599	2.22842	9.61774	12.8572	70.0195	5.47323	6.01102	5.77746	6.27835	21.3631	43.5189	4.71323	4.56445	5.76521	12.0808	22.4342	60.7968
K00966	76.3654	59.6273	28.1666	93.3724	57.7936	51.4468	65.6407	125.597	184.989	53.8255	39.0043	50.5776	63.8131	133.731	140.239	65.3464	119.746	91.4926	29.5778	103.497	107.548	62.0062	72.4425	71.0059	32.2692	129.362	163.037	65.9922	52.564	47.6454	30.0812	30.8806	126.441	32.3559	32.3349	51.7892	26.8462	53.7139	85.0573	19.6618	19.2984	17.3682	28.9279	58.045	126.96
K00968	0.960417	1.19188	1.07584	0.371342	1.14898	0.979079	0.840869	1.13456	0.276137	0.72844	1.17373	1.71905	0.609918	0.791468	0.597953	1.10985	0.455429	1.12949	0.922005	0.795298	0.222134	0.542711	0.771157	0.581208	1.24181	0.636926	0	0	0.291867	0.681193	1.07022	0.939466	0.437351	0.329907	0.503273	0.389748	1.16205	0.570107	0.295214	0.517611	0.564109	0.192862	0.720549	0.58471	0.492787
K00969	147.694	154.18	84.059	217.66	153.543	145.713	29.1568	17.8508	31.8735	138.775	127.104	60.0118	38.3033	25.4506	27.5247	175.661	153.576	231.915	78.1193	32.0183	44.3277	144.374	180.479	184.752	69.3599	26.7722	40.6922	157.53	119.636	113.886	57.8985	37.3612	34.0165	134.978	137.818	130.596	103.616	34.9185	40.1605	120.269	95.2694	129.924	63.4759	64.3922	43.0461
K00970	143.943	147.998	102.316	204.179	157.647	148.467	45.9722	28.8665	36.9396	143.295	132.741	72.581	52.2572	37.1622	40.2313	180.582	165.933	211.497	82.7429	34.4315	52.9255	135.114	172.461	170.563	87.5494	33.6255	39.0335	151.387	120.444	117.129	58.7728	41.2485	34.5631	123.737	126.804	125.558	98.6653	39.862	39.5472	101.034	82.3126	117.097	61.483	58.9021	45.1294
K00971	12.6226	12.4771	10.551	16.6225	13.346	11.0925	10.1981	10.9262	10.5055	11.5071	9.62924	9.47911	9.7057	12.9967	11.008	15.8497	18.5593	17.4609	9.0394	7.74589	10.5585	17.387	13.6872	13.8407	7.46616	9.59617	11.404	20.1441	13.431	11.4529	11.4982	10.5143	13.7992	14.585	13.5309	12.637	10.9521	13.4175	15.1118	15.2593	11.3353	11.177	11.1843	12.0974	15.1603
K00972	0	0	0	0.0690814	0	0	0	0	0.108171	0	0.091012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0827113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00973	70.0779	77.0385	83.4047	74.2899	79.4169	79.0307	98.4123	153.811	229.618	79.8173	84.2278	94.7374	110.449	151.839	158.131	106.307	66.8139	85.0423	88.9256	119.628	123.352	72.4884	76.3284	73.0246	101.038	152.623	161.384	68.5104	65.6938	60.3152	76.3059	67.8637	126.917	76.9594	74.4216	76.0205	86.041	92.8254	95.2513	73.6984	74.6683	81.1277	79.4006	102.478	142.019
K00974	69.2694	48.3283	17.0925	97.7243	47.9769	51.6028	13.827	12.0095	16.9541	44.8625	35.4923	21.3105	14.3473	16.3087	18.7258	61.3552	80.3139	101.555	21.2053	14.2697	27.741	53.6734	69.8526	75.6152	23.1721	12.2646	19.1631	60.9387	38.9475	44.8812	17.3446	8.3686	14.464	35.2407	36.3419	48.449	20.8974	10.3334	10.746	21.6796	11.9704	20.4411	11.907	10.7294	9.9025
K00975	76.6943	63.4147	7.05576	82.3881	64.6314	61.2337	4.80937	8.28903	28.4945	54.9725	35.967	15.5361	5.78305	10.6624	14.672	53.334	128.551	65.5139	11.0153	7.86202	24.9288	78.736	70.4522	61.9402	16.2785	6.85542	17.4633	70.9807	55.646	54.4963	16.6576	4.35422	14.0468	34.518	31.7992	55.2462	23.8348	5.64149	20.2477	31.9136	18.557	22.9277	17.9468	11.3706	12.7616
K00978	32.2109	38.7194	39.2383	38.0624	38.7758	35.2155	33.5332	46.2756	61.0823	36.8023	35.8061	41.557	43.0263	48.398	52.1038	60.7446	34.0779	53.1052	35.3191	41.6049	56.2086	29.2192	34.2206	38.958	37.1934	46.813	49.9248	35.4764	32.6282	28.862	27.9533	24.8136	39.4501	36.4552	33.3154	38.678	35.112	30.4738	28.6693	26.9331	30.4923	33.4755	25.9445	33.8627	46.8067
K00979	114.73	126.329	122.079	113.631	131.891	123.276	75.6033	60.5273	65.8022	133.224	119.789	102.268	78.7368	67.9409	68.5453	145.503	106.723	115.361	86.6843	57.8607	67.2026	106.521	105.251	99.7527	101.677	60.6478	56.4129	114.284	105.82	83.6052	71.8008	56.1236	57.3997	128.05	126.787	111.027	107.666	61.4395	42.4291	108.421	103.559	131.866	91.5344	70.536	55.1053
K00980	4.52993	8.3913	15.6762	3.69955	5.34526	8.01826	17.5454	13.4626	26.0993	6.05134	11.3477	21.0918	17.7843	16.1478	21.1575	4.0237	2.80377	7.2458	12.216	11.1273	12.7765	7.89	5.45498	5.14158	11.1467	16.083	16.1148	4.66667	7.49297	10.3259	9.92381	13.0845	11.3973	4.2901	5.59353	4.27782	5.76977	11.4895	12.0148	5.13971	9.27532	6.03384	10.6074	15.5096	12.6585
K00981	84.3015	66.2196	11.2984	102.722	67.3884	60.3137	10.5371	7.70888	20.6278	56.9057	45.03	13.4397	13.3022	11.8888	12.4711	89.1326	100.418	106.627	24.9898	13.1996	27.5764	75.8432	89.0364	78.4184	35.9444	16.1712	23.7482	91.7235	61.2227	58.7568	21.4023	19.9465	27.6598	55.8185	60.3529	67.4354	32.807	13.0807	21.1775	53.6912	30.6924	42.2371	22.9976	27.7498	22.7342
K00982	9.99569	7.92776	2.93418	11.1411	7.98916	9.69623	3.67083	1.16219	11.722	10.2769	5.44975	5.5134	3.51958	4.05043	8.15979	8.83789	7.13567	3.81923	6.8213	5.00586	26.1591	16.129	14.4474	10.1148	3.15391	9.17395	14.6586	17.6487	17.3963	13.4379	2.61443	11.2722	21.7029	17.0827	22.4806	12.0963	4.63294	10.7806	15.8177	27.6728	18.1784	24.1383	7.93956	18.1207	16.5112
K00983	9.10196	9.15599	12.4183	10.9585	11.2562	13.0512	16.9989	16.7674	32.4143	8.95196	12.569	20.8215	15.8573	21.9382	20.1732	13.6868	9.61137	10.3912	8.94955	13.7046	15.9588	7.92635	12.5002	10.3156	9.45266	12.1675	15.7027	7.11389	6.12166	7.51995	7.38361	14.1157	15.4845	7.19495	5.76677	9.48312	10.4196	17.0401	8.50883	5.68787	7.48325	7.67547	10.9315	12.6497	14.587
K00984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.80576	0	0	0	0	0
K00986	0.171747	0.0801929	0.444844	0.225001	0	0	0.820262	4.2876	3.27828	0.243126	0.128934	0.461211	1.13039	3.42372	3.89098	0.321695	0.361466	0	0.930975	3.24882	5.5504	2.16435	1.31854	1.08621	1.09937	2.99434	7.16122	2.59962	1.36282	1.9475	1.34937	4.57629	5.38966	0.93478	0.722058	1.33711	0.792652	2.24269	7.8692	3.52986	6.71801	1.9184	2.91711	5.48535	6.9203
K00988	73.1007	56.7211	1.08365	96.7912	48.5704	49.6603	2.04246	0.754217	3.15323	44.402	29.3976	2.08757	0.36277	0.579573	0	78.9063	102.196	112.039	6.10075	3.21962	3.75578	63.3216	70.2729	64.6661	14.815	0.546953	3.82939	68.7446	47.1197	52.4313	11.468	1.50943	0.643187	32.7919	26.9984	49.7997	15.0155	2.58507	4.37009	15.5195	13.8612	18.818	7.07976	3.80902	0.60465
K00989	59.9564	59.8404	48.483	43.0629	47.6537	49.2762	35.2743	28.9417	34.241	45.0664	44.0946	40.9427	30.0011	31.0011	33.325	33.4962	40.9781	29.0033	37.3657	30.3309	57.7579	50.3683	40.7571	34.5916	39.5605	34.6093	40.8384	60.8729	61.1747	48.9168	41.4825	41.1997	46.0072	64.7774	71.3027	48.3246	40.4384	39.5966	46.8313	75.1777	59.0104	67.9494	43.7925	51.9379	51.8822
K00990	20.2366	22.4714	14.3116	20.2344	22.6636	18.5016	6.32985	5.22859	7.00172	17.6688	13.7461	12.7092	8.37247	7.3656	8.21539	14.297	15.1315	7.01493	9.87917	12.249	25.6909	26.8235	19.7878	15.762	10.2012	11.7715	20.5638	37.6522	29.7754	22.745	12.3421	17.3324	19.8071	38.4216	35.5211	22.177	16.4668	15.4742	21.7261	59.1804	32.6372	39.1799	19.0395	24.2263	24.1719
K00991	82.0009	56.3074	9.07649	108.515	61.428	55.0889	6.0428	10.9315	18.3015	47.2609	45.1696	13.232	5.67502	12.7688	16.6758	59.6337	110.45	96.8937	12.324	12.6604	40.7917	66.195	79.5341	82.3033	17.4793	10.267	20.5864	66.1077	47.6586	51.1088	10.7136	8.92174	16.3044	32.2013	31.0025	53.5419	23.3374	9.76511	11.0169	20.2303	13.8116	19.651	11.9755	12.6257	11.0071
K00995	220.579	236.474	170.163	254.081	251.716	217.138	123.987	94.692	116.188	248.997	212.025	151.971	132.62	110.845	112.827	331.211	258.827	285.878	160.975	89.518	105.993	249.316	259.486	221.891	187.342	117.787	96.6745	248.676	217.79	180.394	135.23	82.1191	98.0719	244.238	233.236	253.541	209.146	91.2682	86.6206	191.297	183.097	242.047	163.054	135.786	103.757
K00996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0544607	0	0	0	0	0	0	0	0	0	0	0	0	0
K00997	76.595	85.2571	96.6998	106.552	101.157	87.1114	42.2156	40.1251	50.4055	99.8634	107.357	69.7504	53.581	42.8911	39.6934	104.16	65.4699	104.838	65.0424	44.4166	37.9737	80.0097	92.1508	100.643	70.516	45.2326	47.6373	88.7087	72.0046	60.3044	43.9637	43.2254	42.0214	95.5016	96.975	78.5694	81.5867	42.9838	44.1356	100.287	76.7282	91.4798	52.4637	62.2862	52.3586
K00998	0	0	0	0	0	0	0	0	0.149856	0	0.0818903	0.0725358	0.0712137	0	0.21341	0	0	0	0	0.146139	0.064329	0.0598769	0.130142	0	0	0	0.0723993	0	0	0	0.0902633	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01000	155.523	171.951	129.863	191.592	184.361	163.735	65.3226	57.3711	68.5853	173.503	152.834	89.8697	68.4622	61.8082	61.3115	252.348	195.86	221.464	80.5547	61.1453	70.4618	166.231	189.581	171.332	108.637	65.2945	70.1192	177.539	168.638	139.986	79.525	62.5975	63.0552	162.09	161.006	166.036	113.285	60.0049	60.6206	134.177	122.591	150.596	90.7343	81.8393	67.1131
K01001	0	0	6.15402	0	0	0	10.8513	15.5777	19.6132	0	0.988936	9.31281	12.3578	16.641	19.6693	0	0	0	4.77957	12.1883	10.7714	0	0	0	3.28716	15.2303	15.9577	0	0	0	2.86162	4.97466	12.9199	0	0	0	1.71036	8.24785	8.57951	0	0.803998	0	3.94124	7.46709	14.1934
K01002	0	0	0.342011	0	0	0	0	0	0.0299589	0	0	0.0478054	0	0	0.0438646	0	0	0	0	0	1.45971	0	0	0	0	0	0.181638	0	0	0	0.0520045	0.0396295	0.0375324	0	0	0	0	0	0	0	0	0	0	0	0.0444411
K01003	4.52984	3.98626	6.77136	5.13804	4.47502	5.69245	9.36681	7.68526	8.32095	6.02352	6.03826	7.1345	8.52187	9.84864	8.90672	2.6635	4.19841	2.84996	5.25621	7.07157	6.00436	3.74345	4.63476	4.3361	3.02712	8.46532	6.72253	4.48525	3.85545	4.48555	4.26242	8.21917	7.50135	4.79762	4.72952	5.70427	6.14361	7.33823	6.44111	5.43261	5.44871	4.74336	5.71098	6.76399	8.10232
K01004	6.56402	6.54576	8.19013	4.74559	6.43906	6.80159	3.56985	3.36055	3.62594	6.30989	6.50869	5.97811	3.03547	4.02507	3.44571	5.61721	5.97138	3.0128	3.05057	4.65566	2.29678	7.12726	7.5507	3.70217	4.80882	3.6256	3.9496	9.60757	5.45279	9.20097	6.53481	4.23509	3.56495	8.5804	10.7494	6.47347	6.119	4.59546	7.8493	11.3129	14.4732	8.85977	7.80579	5.94628	10.4908
K01006	38.5804	45.4046	46.4519	39.0575	44.2582	43.7255	44.7783	39.1332	41.0096	46.2466	47.588	47.1935	46.953	43.2323	42.0487	43.1661	34.1883	33.4422	47.3932	35.3695	32.9067	37.3735	38.2032	33.4823	51.2463	38.0751	38.6725	39.7952	37.9698	29.7598	38.3065	30.6665	36.9633	45.3865	40.8741	41.3516	45.6047	33.0256	32.7345	43.2086	42.8438	47.5153	41.0473	36.996	45.9144
K01007	2.93938	2.87185	9.48519	3.15126	2.46181	5.3727	10.3316	8.97093	18.1931	5.68943	4.60851	13.8873	10.256	14.3054	16.3753	4.86495	3.53218	3.25649	15.2321	16.3303	21.1271	11.7164	5.54984	5.08497	9.35869	13.3709	18.6478	11.5956	7.05927	6.71273	7.57364	13.5376	22.503	7.93219	7.17495	4.94898	4.37751	12.1828	20.9259	17.7267	6.64179	5.86665	8.84959	10.9982	20.6244
K01008	74.7195	64.1155	18.1063	105.762	66.2101	61.4496	19.0576	16.6085	13.2788	54.3271	41.3227	18.8298	14.9142	19.5453	19.5708	65.9066	102.712	104.12	19.9698	18.6938	32.2065	59.4362	75.5861	79.4324	20.3212	15.646	21.2982	65.5889	50.8644	56.2245	18.2231	20.7927	19.2298	41.3794	38.2853	58.9058	28.9034	21.0736	19.9625	27.7109	21.758	26.9617	20.0382	18.7337	20.5586
K01011	111.007	118.842	114.689	110.999	121.564	104.399	99.2806	135.902	207.677	131.391	124.239	108.428	103.839	158.041	163.668	139.301	91.9935	106.401	96.6032	126.559	134.529	123.648	113.753	97.4141	117.918	153.733	184.778	130.645	117.816	80.2266	86.6707	69.6127	150.589	137.914	120.875	121.667	123.428	91.5777	128.251	131.26	129.212	147.077	111.042	114.188	171.694
K01012	84.0892	63.6437	34.6649	98.53	65.4679	65.7476	50.7792	79.1274	119.901	59.4554	47.1083	45.6535	56.2742	87.7789	94.3334	74.7925	121.26	105.344	36.5144	73.1519	95.1436	84.637	82.9864	72.0942	36.1541	84.458	108.03	83.7274	71.4135	66.3553	34.688	44.5359	87.6926	51.148	53.6093	67.7728	34.304	56.1352	75.8661	60.1411	41.8051	46.0701	40.5264	73.6367	90.4662
K01014	0	0	0	0	0	0	0	0	0	0	0	0	1.6859	0.892419	0	0	0	0	0	0.821744	0	0	0	0	0	0.230632	0.670516	0	0	0	0	0.81691	0	0	0.991365	0	0	0.849087	0	0	0	0	0	0.330733	0
K01023	0	0	0	0	0	0	0	0	0	0	0	1.72002	0	0.0585039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01026	0	0.409839	0.218864	0.584505	0	0	0	0.212291	0.0772914	0.612206	0	0	0	0.0542335	0	0.0902822	0.181162	0	0.0504817	0.40108	0.100941	0.128002	0.130142	0.14261	0.0695789	0.923094	0.289689	0.0505747	0.485917	0.171422	0.145017	0.384414	0.192403	0.489616	0.222074	0.0331038	0.716271	0.563829	0.456037	0.0309642	0	0.33904	0.0451038	0.0843108	0.642027
K01027	1.78617	1.56454	1.31996	1.381	1.74308	1.91375	0.869512	1.56248	0.775431	2.01459	1.41366	0.869066	0.866001	1.27146	1.19017	2.93218	1.84319	1.09431	1.91854	3.48298	2.89568	9.07494	7.84367	3.33424	3.12733	3.45269	4.34688	8.82845	8.76012	5.94315	2.72222	6.99417	7.69936	5.78439	6.99227	3.31819	2.97394	5.42953	8.87889	13.5918	9.31185	11.0219	4.05601	8.22983	6.64542
K01028	3.27094	3.47388	4.16267	3.53172	3.52275	3.74748	2.28738	1.45528	1.72227	3.15769	4.53738	1.95876	2.39062	2.92357	1.49669	4.04022	3.77874	3.76243	4.10831	4.64798	7.4184	6.28302	5.48945	4.01775	4.28676	5.02184	5.13925	9.00547	5.30462	4.85435	4.77491	5.18413	9.86747	4.09473	6.10397	4.96232	4.41765	6.83139	6.81843	13.789	7.60264	6.19936	6.10365	6.17864	10.5786
K01029	4.86596	3.5669	4.48735	3.57191	4.02835	6.51825	6.51336	5.21043	12.8097	7.76737	5.11881	5.55994	6.3155	5.35691	7.00368	6.78924	5.27959	4.54514	13.5583	9.37858	18.8997	19.6747	15.6284	10.4144	9.12512	15.7447	13.1573	25.3473	17.0924	15.4096	9.02003	16.8201	31.8889	14.4018	13.6456	9.66274	7.43717	12.4291	21.7391	31.1442	20.6723	17.3632	11.2849	16.9986	19.3346
K01031	0.400075	0.363848	0.580501	1.26761	0.575964	0.353447	1.41137	1.78659	0.600957	1.50776	0.451985	1.05698	0.576947	1.46311	0.565739	2.52107	1.50621	0.475081	7.03656	5.02179	10.0811	4.1131	5.06993	2.22664	2.24228	9.51606	6.16765	2.08611	2.51239	1.97563	2.80927	5.12161	13.5231	1.02053	1.91458	3.13755	1.51619	3.84662	3.64463	3.28794	1.88498	1.53907	2.52376	1.70631	1.82629
K01032	1.55584	1.24357	2.31558	1.4092	1.78897	1.31832	1.84824	0.745859	0.740745	1.66119	1.22108	1.01394	0.858406	0.989014	0.454091	1.7816	1.43759	0.796247	1.29141	2.25778	3.8182	2.90655	1.91424	1.72583	0.926077	2.53687	1.48565	4.7569	2.61263	2.1852	2.54856	1.95141	2.79739	3.04515	2.65638	2.8961	2.25787	2.1146	2.1825	7.03432	3.73369	2.60107	3.9854	2.07988	3.04578
K01034	0	0.190183	0	0	0.337216	0	0	0.697383	0	0	0	0.307571	0.310409	0	0.61684	0	0	0	0.118108	0.251373	0.118334	0	0	0.810191	0.513418	0.804827	0.771254	0.242625	0.313314	0.773213	0.0769758	0.198945	0.600835	0	0	0	0.306061	0.62088	1.74169	0.715747	1.30712	0	0	0.134945	0.343189
K01035	0	0	0	0	0	0	0	0.574467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.149782	0.475914	0	0.0998354	0.407246	0	0.169525	0.399405	0	0	1.15734	0	0.155022	0	0	0.325522	1.10112	0	0.480332	0.124679	0	0.4832	0.326378
K01039	0.883518	1.1479	1.49268	0.317292	1.32597	2.79973	2.63636	4.39414	10.1831	1.75665	3.46871	5.14712	3.64485	6.37462	6.43036	0.262112	2.1049	0	1.15378	3.84087	4.27947	2.38652	1.93103	0	1.19969	3.73174	2.87623	2.04837	0.353318	1.84424	1.189	5.21124	3.11685	1.36519	1.08052	0.712462	0.60681	6.44704	4.19498	3.38516	0.952637	1.29424	0.979361	2.98367	3.58337
K01040	3.54401	1.08727	2.10234	0.498679	3.02531	2.03153	0	1.78447	0.521272	1.90144	2.20766	1.78633	2.00006	1.54587	1.67206	0.564783	2.29551	0	0.961613	2.56882	1.48727	1.62385	1.79779	1.68432	0	2.12589	1.8109	1.84713	2.09426	1.74838	0	4.70291	1.65166	2.60818	2.48415	1.58695	2.8628	4.83854	1.57023	2.29574	1.52846	1.55654	1.94383	3.2874	0.869687
K01042	0.801335	1.47664	8.89482	1.39565	0.567806	0.0840788	9.4447	15.9766	6.35711	0.711615	0.997545	8.40392	9.66889	8.71067	8.84176	0.125651	0.158289	0	6.67819	9.83914	10.7047	0	0.68502	0.960728	5.12324	8.68213	13.3175	0.835345	1.17325	1.52112	2.03585	17.5447	10.9337	0.693513	1.37816	2.00897	3.01664	18.6421	11.8762	1.48897	3.0537	1.03667	6.19121	9.43164	10.1926
K01046	54.9579	45.7617	2.51275	91.5705	56.208	51.7248	5.69104	3.47421	14.7267	46.9146	32.6328	7.92129	4.16998	3.81633	9.4458	73.2529	107.372	113.308	9.46183	4.10149	46.5568	59.0784	71.6429	72.8718	18.3497	2.47309	10.3974	67.621	47.2601	43.9105	14.0751	5.25215	7.65567	30.5631	28.8115	54.838	18.2241	4.35196	6.66026	16.8719	10.3269	15.0877	12.2737	5.91261	4.38304
